@relation TimeBasedFeatures-15s-TOR-NonTOR-85.arff

@attribute total_fiat numeric
@attribute total_biat numeric
@attribute min_fiat numeric
@attribute min_biat numeric
@attribute class1 {TOR,NONTOR}

@data
199364,199342,3893758,3893778,NONTOR
198,38059,9486004,9651154,NONTOR
204181,204167,849815,766508,NONTOR
155,37368,4771084,4771160,NONTOR
151,37490,3406185,3290971,NONTOR
157,39020,5189223,5182794,NONTOR
6715594,6715590,6715594,6715590,NONTOR
948,920,2321924,2322014,NONTOR
200720,200680,5340217,5340182,NONTOR
1207,39719,5228140,5393610,NONTOR
200497,200476,6346106,6346175,NONTOR
199642,199737,5174004,5174005,NONTOR
204,36581,5230285,5023115,NONTOR
152,119,5173211,5170062,NONTOR
117,39606,3846946,3639434,NONTOR
73,49,3826057,3619583,NONTOR
29779,73843,6124674,6231660,NONTOR
140152,139654,6073533,6073759,NONTOR
33053,33043,4350590,4350601,NONTOR
36473,91000,5276687,5277832,NONTOR
34798,34798,6247352,6156390,NONTOR
31983,33520,5531414,5459090,NONTOR
32893,88537,8542635,8359097,NONTOR
35509,37347,8711231,8801545,NONTOR
31408,31387,1600856,1419450,NONTOR
33700,82086,3334452,3432507,NONTOR
34574,34550,4488285,4488319,NONTOR
143018,142242,3569793,3753711,NONTOR
41465,112140,4199270,4198238,NONTOR
36421,36345,7069079,7069179,NONTOR
43501,114671,6353098,6166149,NONTOR
136319,136325,11240338,11240356,NONTOR
13799,14920,1228373,1228390,NONTOR
10948,4429,1266480,1265193,NONTOR
124,2588,1258520,1215127,NONTOR
29206,38044,2050137,2050138,NONTOR
22478,22461,1575208,1393967,NONTOR
9299,29509,2329073,2329103,NONTOR
28419,13254,2199256,2244701,NONTOR
6802,30895,2189092,2294920,NONTOR
30955,22345,2322583,2203124,NONTOR
4059,30171,2209996,2028895,NONTOR
5475,29983,1732661,1550055,NONTOR
99,46,2002875,2003752,NONTOR
29501,29477,1702573,1522946,NONTOR
29977,29960,1706569,1519390,NONTOR
-1,-1,-1,-1,NONTOR
32070,32085,1699747,1518489,NONTOR
29510,29495,1719243,1537362,NONTOR
32362,32348,1739930,1558878,NONTOR
33482,33394,1743747,1561789,NONTOR
33138,33128,1751020,1570532,NONTOR
24628,24623,1765143,1585507,NONTOR
18068,18083,1768259,1587864,NONTOR
9922,9921,1780022,1597129,NONTOR
1680,1673,1790531,1606834,NONTOR
4209,4202,1792873,1611746,NONTOR
4791,4821,1818841,1637738,NONTOR
326,295,1852466,1672717,NONTOR
23077,23100,1857494,1677649,NONTOR
32696,32740,1862805,1680390,NONTOR
33583,33446,1869054,1692096,NONTOR
29775,29792,1912129,1730975,NONTOR
8880,8875,1933227,1752539,NONTOR
-1,-1,-1,-1,NONTOR
17987,17987,1971522,1789647,NONTOR
125,5237,2001082,1819327,NONTOR
3564,3917,1998154,1839902,NONTOR
563,3126,1996014,1864873,NONTOR
1581,17494,2004996,1868501,NONTOR
13490,22234,1960866,1881739,NONTOR
14839,14814,1940694,1897603,NONTOR
68,31122,1944378,1905092,NONTOR
32109,32093,2390367,2008342,NONTOR
33199,33181,2010498,2009641,NONTOR
33853,33846,2009854,2009146,NONTOR
36635,36622,2011511,2011005,NONTOR
33819,33813,2008080,2008106,NONTOR
30562,30547,2010454,2011407,NONTOR
31077,31063,2007289,2007391,NONTOR
-1,-1,-1,-1,NONTOR
29120,29079,2008928,2008367,NONTOR
31641,31628,2008035,2008661,NONTOR
34049,34026,2010207,2008251,NONTOR
31232,31215,2010384,2009193,NONTOR
27410,27392,2017552,2006830,NONTOR
100,80,2011175,2011093,NONTOR
33330,33284,2011781,2009648,NONTOR
35733,35726,2049188,2048860,NONTOR
31636,31573,2009345,2007382,NONTOR
28,28,6109089,6071570,NONTOR
31,21,4823884,4560061,NONTOR
27,27,4624447,4586646,NONTOR
235085,-1,235085,-1,NONTOR
234916,-1,234916,-1,NONTOR
35,-1,3897793,-1,NONTOR
69,-1,4917835,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
21,-1,21,-1,NONTOR
18,-1,18,-1,NONTOR
18,26,5480527,5253441,NONTOR
23,0,5888542,5846393,NONTOR
29,43,3951146,3912324,NONTOR
31,45,4351073,4085621,NONTOR
19,27,6169458,5903078,NONTOR
28,27,2707393,2670107,NONTOR
19,27,2201503,2201586,NONTOR
19,26,4930387,4890619,NONTOR
29,30,2169565,1941675,NONTOR
27,28,6478177,6478378,NONTOR
19,29,3426337,3388749,NONTOR
33,29,5838288,5839195,NONTOR
19,26,4957272,4729713,NONTOR
27,28,9738987,9700534,NONTOR
18,25,3547946,3276067,NONTOR
25,25,7752668,7488457,NONTOR
26,18,7460252,7232019,NONTOR
6233,10412,265205,266675,NONTOR
34,42,4622987,4394272,NONTOR
20,29,5389741,5122905,NONTOR
18,42,7627760,7587747,NONTOR
19,28,4734383,4733999,NONTOR
18,12,8249672,8020262,NONTOR
20,25,3680502,3633124,NONTOR
28,27,5128915,5128916,NONTOR
26,26,6918679,6881716,NONTOR
24,41,2069127,2069296,NONTOR
37,41,4986292,4720256,NONTOR
33,30,9834223,9794407,NONTOR
25,27,6332058,6103815,NONTOR
35,13,7709514,7440625,NONTOR
23,25,4272298,4004544,NONTOR
29,30,11760362,11529350,NONTOR
40,40,9127640,8900405,NONTOR
25,12,3452086,3185530,NONTOR
27,27,6911448,6643159,NONTOR
23,42,2009728,1744376,NONTOR
27,18,6129627,5864338,NONTOR
39,40,10255192,9988066,NONTOR
26,26,5347601,5347817,NONTOR
27,27,448011,403186,NONTOR
39,40,4174659,3945945,NONTOR
-1,29,-1,1813,NONTOR
21,-1,148,-1,NONTOR
40,-1,40,-1,NONTOR
3,21,3376917,3378263,NONTOR
123996,-1,123996,-1,NONTOR
956,-1,956,-1,NONTOR
10148614,10150317,10148614,10150317,NONTOR
15,-1,137,-1,NONTOR
46,-1,46,-1,NONTOR
85,31,3660337,167968,NONTOR
151,31,3832946,152112,NONTOR
30,-1,15092,-1,NONTOR
3554,-1,37455,-1,NONTOR
-1,37,-1,58,NONTOR
20,-1,165,-1,NONTOR
102,-1,102,-1,NONTOR
-1,43,-1,72,NONTOR
24,-1,236,-1,NONTOR
57,-1,57,-1,NONTOR
3,19,2444708,2454278,NONTOR
10144667,10150061,10144667,10150061,NONTOR
10144998,10148006,10144998,10148006,NONTOR
54,0,4556874,4552383,NONTOR
3704146,10137562,10175926,10137562,NONTOR
64,30,142206,176272,NONTOR
15,2112,127009,2112,NONTOR
122718,-1,122718,-1,NONTOR
3,20,4728740,4727262,NONTOR
600,114,131264,127294,NONTOR
125010,54,125010,257,NONTOR
32,-1,218,-1,NONTOR
43,-1,43,-1,NONTOR
8,18,3370196,3368287,NONTOR
34,36,3661150,375689,NONTOR
301,-1,11632,-1,NONTOR
6,33,707674,580270,NONTOR
24,19,8018416,8014933,NONTOR
0,21,3484884,3486050,NONTOR
56,20,4657311,4652039,NONTOR
31,20,129799,130530,NONTOR
124394,115,124394,115,NONTOR
64,-1,64,-1,NONTOR
52,21,9321724,9324998,NONTOR
96,44,452217,326943,NONTOR
-1,38,-1,174,NONTOR
32,-1,192,-1,NONTOR
48,-1,48,-1,NONTOR
49,19,131977,165379,NONTOR
60,907,124187,907,NONTOR
121657,-1,121657,-1,NONTOR
28,-1,28,-1,NONTOR
5,28,4748205,4747116,NONTOR
3,19,4271020,4230269,NONTOR
0,19,7928853,7923634,NONTOR
3,20,189727,126853,NONTOR
22,193,124828,193,NONTOR
26,-1,26,-1,NONTOR
3,21,3212557,3212342,NONTOR
317,32,129172,162680,NONTOR
128261,78,128261,100,NONTOR
32,-1,218,-1,NONTOR
543,-1,543,-1,NONTOR
3,19,4315872,4311722,NONTOR
3,20,3515497,3514841,NONTOR
0,21,4193355,4222521,NONTOR
537,45,128303,130777,NONTOR
127144,77,127144,283,NONTOR
153,-1,166,-1,NONTOR
456,-1,456,-1,NONTOR
3,20,4466212,4460076,NONTOR
3,65,179597,127489,NONTOR
23,89,123187,89,NONTOR
120391,-1,120391,-1,NONTOR
17,-1,17,-1,NONTOR
30,24,11800415,11817590,NONTOR
3,18,4727537,4733227,NONTOR
49,22,6391895,6393636,NONTOR
50,19,562097,526345,NONTOR
21,56,123473,56,NONTOR
122250,-1,122250,-1,NONTOR
3,20,5326061,5334082,NONTOR
47,0,4573282,4539197,NONTOR
3,21,3803016,3799259,NONTOR
3,45,139459,123981,NONTOR
-1,26,-1,2038,NONTOR
16,-1,137,-1,NONTOR
94,-1,94,-1,NONTOR
3,19,3641847,3640969,NONTOR
36,20,5264178,5264164,NONTOR
346,32,134346,139012,NONTOR
-1,40,-1,177,NONTOR
21,-1,620,-1,NONTOR
4,19,4603605,4604313,NONTOR
3,18,4705499,4707728,NONTOR
32,19,10218644,10182207,NONTOR
46,0,4276079,4240671,NONTOR
3,19,2296185,2297849,NONTOR
51,19,6760988,6712990,NONTOR
46,21,4496057,4496353,NONTOR
537,69,127764,165135,NONTOR
5,0,2884136,2902513,NONTOR
48,21,4471527,4473932,NONTOR
4,20,5084769,5087390,NONTOR
217,29,129960,163163,NONTOR
-1,63,-1,68,NONTOR
107,-1,222,-1,NONTOR
256,-1,256,-1,NONTOR
49,20,5204722,5205869,NONTOR
52,55,299099,169030,NONTOR
21,-1,189,-1,NONTOR
2837,-1,2837,-1,NONTOR
3,19,4233880,4173518,NONTOR
54,54,164294,210113,NONTOR
3,18,3588810,3589346,NONTOR
478,51,132418,167475,NONTOR
5,20,6862585,6862534,NONTOR
50,19,3887741,3890234,NONTOR
706,33,126963,166689,NONTOR
3,21,5800439,5811167,NONTOR
3,20,11080825,11082463,NONTOR
49,0,2655155,2656801,NONTOR
94,21,148200,180250,NONTOR
23,57,126934,57,NONTOR
124849,-1,124849,-1,NONTOR
3,35,5970842,5975042,NONTOR
3,29,167587,189193,NONTOR
20,-1,218,-1,NONTOR
63,-1,63,-1,NONTOR
0,19,3595197,3601505,NONTOR
44,18,2177526,2178355,NONTOR
3,18,1006333,1007595,NONTOR
1065,38,163454,217180,NONTOR
125451,65,125451,330,NONTOR
31,-1,331,-1,NONTOR
73,-1,73,-1,NONTOR
41,19,1975302,1974623,NONTOR
0,20,3614300,3575705,NONTOR
-1,-1,-1,-1,NONTOR
764,43,156272,131582,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
52,21,1446744,1445667,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
4,44,194745,198524,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
82519,29483,4445195,4618653,NONTOR
74863,29266,5919710,6094397,NONTOR
82156,32133,6048276,6048600,NONTOR
33176,33171,4169443,4343265,NONTOR
87995,31723,5315126,5315090,NONTOR
33728,30551,5996311,6075423,NONTOR
33635,33638,5531187,5531178,NONTOR
77889,40991,8358025,8533500,NONTOR
32221,32229,1733935,1603130,NONTOR
81925,31745,3455797,3297656,NONTOR
36413,32302,4456503,4455409,NONTOR
85969,32170,3363594,3538511,NONTOR
80601,32970,4166253,4168046,NONTOR
36867,36879,6714043,6891182,NONTOR
101408,36157,6476472,6392960,NONTOR
66766,24189,11196944,11195451,NONTOR
17191,11431,1195868,1197330,NONTOR
454,11038,1177291,1299442,NONTOR
10435,1144,1257391,1257395,NONTOR
11676,26749,1932175,2024392,NONTOR
6826,30876,2502138,2502138,NONTOR
3070,3085,2011268,2011285,NONTOR
26491,26477,2004543,1884761,NONTOR
29040,29040,1886978,1704193,NONTOR
-1,-1,-1,-1,NONTOR
32232,32232,1876741,1702396,NONTOR
22830,22845,1899257,1724487,NONTOR
18295,18269,1966335,1743955,NONTOR
26230,26461,1928400,1755020,NONTOR
9104,24786,1943470,1768906,NONTOR
6646,18419,1944735,1770922,NONTOR
8839,2740,2007522,1793783,NONTOR
30541,2333,2006549,1797477,NONTOR
20220,8704,2007795,1819240,NONTOR
827,7031,2013199,1906293,NONTOR
23876,29479,1981645,1864819,NONTOR
22585,29244,1983430,1860340,NONTOR
27644,27614,1975489,1862581,NONTOR
19243,19264,1963255,1877974,NONTOR
26991,27037,1943657,2009486,NONTOR
9329,9323,1908333,1935578,NONTOR
-1,-1,-1,-1,NONTOR
25032,2733,1891428,1974782,NONTOR
4322,4330,1846676,2004701,NONTOR
7674,2141,1826885,2001810,NONTOR
2237,2241,1798693,1992763,NONTOR
23199,13407,1812973,2058919,NONTOR
31471,31470,1785450,1959486,NONTOR
25513,25513,1783210,1957321,NONTOR
9533,9524,1771845,1993929,NONTOR
37809,37812,1763994,1937840,NONTOR
26131,26142,1829573,1918042,NONTOR
213999,214013,2013759,2013758,NONTOR
212920,212920,2008954,2008966,NONTOR
211876,211877,2012129,2012130,NONTOR
35305,35299,2187446,2187446,NONTOR
211619,211619,2008207,2008208,NONTOR
-1,-1,-1,-1,NONTOR
204045,204052,2014649,2014642,NONTOR
211267,211240,2005577,2005577,NONTOR
36612,36608,2187141,2187142,NONTOR
209568,208949,2014124,2014090,NONTOR
212492,212493,2012174,2012072,NONTOR
207997,207997,2054767,2054767,NONTOR
34216,34195,2185573,2185575,NONTOR
176756,176755,2158938,2158959,NONTOR
187477,187473,187477,187473,NONTOR
-1,-1,-1,-1,NONTOR
128782,-1,5005030,-1,NONTOR
39,20,2499633,165405,NONTOR
33,20,2502700,160390,NONTOR
39,23,2733255,1308636,NONTOR
33,20,2141232,315604,NONTOR
108391,-1,174647,-1,NONTOR
32,21,4076340,288593,NONTOR
33,19,1162852,246579,NONTOR
33,33,135966,158109,NONTOR
41,17,4795582,4794288,NONTOR
31,19,5238552,5414148,NONTOR
-1,61,-1,598,NONTOR
21,-1,464,-1,NONTOR
32,25,135812,173457,NONTOR
-1,61,-1,1886,NONTOR
32,-1,254,-1,NONTOR
67,19,139435,171187,NONTOR
-1,54,-1,60,NONTOR
31,-1,199,-1,NONTOR
137454,168,137454,6834,NONTOR
32,-1,500,-1,NONTOR
1976,51,133044,148068,NONTOR
27,27,131839,132420,NONTOR
33,25,146701,172688,NONTOR
-1,27,-1,791,NONTOR
3,22,3684107,3684820,NONTOR
3,20,2767676,2726942,NONTOR
135349,81,135349,3762,NONTOR
80,-1,705,-1,NONTOR
3,20,6426118,6426968,NONTOR
4,19,167220,170025,NONTOR
3,23,14427550,14397321,NONTOR
-1,66,-1,7150,NONTOR
21,-1,266,-1,NONTOR
32,21,175124,130091,NONTOR
3,26,10372700,10334908,NONTOR
3,24,171288,170468,NONTOR
5,20,9235700,9234698,NONTOR
3,20,176756,131933,NONTOR
-1,-1,-1,-1,NONTOR
3,21,223162,134196,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
25,18,6392909,6431822,NONTOR
8,18,3114424,3325241,NONTOR
43,22,5423046,5462679,NONTOR
0,0,3391558,3641009,NONTOR
39,21,8672173,8882832,NONTOR
42,19,4156085,4194994,NONTOR
40,20,4416806,4627237,NONTOR
26,18,8863006,9114378,NONTOR
43,19,2558207,2768446,NONTOR
27,19,4283697,4530811,NONTOR
25,20,3320272,3529938,NONTOR
46,20,6344237,6385225,NONTOR
36,19,3594232,3844462,NONTOR
26,17,6718666,6932270,NONTOR
39,18,5895299,6146310,NONTOR
29,21,3267594,3516722,NONTOR
27,21,5723490,5934448,NONTOR
27,19,4045623,4291796,NONTOR
42,20,9691062,9902764,NONTOR
27,20,6440702,6692416,NONTOR
40,0,7324879,7575970,NONTOR
39,22,4151454,4397409,NONTOR
27,0,4084527,4084484,NONTOR
25,22,2751935,2789111,NONTOR
42,22,2083038,2331400,NONTOR
28,19,11775062,11774973,NONTOR
27,18,5179970,5430347,NONTOR
49,23,14086226,14125054,NONTOR
27,18,6626658,6874921,NONTOR
30,19,2774714,2814502,NONTOR
25,20,2075833,2285609,NONTOR
26,19,4805361,5056064,NONTOR
42,22,7124023,7334932,NONTOR
29,18,7424090,7424032,NONTOR
30,18,7814905,7853303,NONTOR
74,25,5686718,5898622,NONTOR
27,20,5067009,5066882,NONTOR
26,21,3868643,4119698,NONTOR
33,22,3383066,3635114,NONTOR
39,21,5066727,5317977,NONTOR
25,23,7302843,7302757,NONTOR
25,21,505196,716185,NONTOR
41,22,6174275,6174159,NONTOR
8,27,10673238,10673199,NONTOR
40,0,3176439,3176392,NONTOR
27,22,10348753,10561078,NONTOR
25,20,448606,617756,NONTOR
100,2260,8114612,7779000,NONTOR
288,279958,4690130,4726168,NONTOR
3955,303,4270796,4579571,NONTOR
71,1923,465085,11371920,NONTOR
281003,280619,348407,348817,NONTOR
63,48,4138897,4138900,NONTOR
135179,462,342963,323607,NONTOR
93,8450,4145662,4289820,NONTOR
37,33,5048815,5048817,NONTOR
84,358,5077021,5030044,NONTOR
248,268768,268754,306233,NONTOR
136094,257,4771329,4731558,NONTOR
449,141219,4770079,4719103,NONTOR
50,35,3235197,3235189,NONTOR
95,135312,10647681,10654855,NONTOR
88,323,869327,1021817,NONTOR
50,36,2084365,2084393,NONTOR
137100,229,734420,1079575,NONTOR
737,283509,687675,571081,NONTOR
866,134516,7739550,7884757,NONTOR
76,263,7746181,7746174,NONTOR
929,283848,12838383,12771837,NONTOR
270523,44,306234,269923,NONTOR
136853,184,11958462,11919615,NONTOR
71,70,7833104,7833122,NONTOR
66,40,7774949,7444964,NONTOR
72,300,3437018,3301912,NONTOR
281571,281182,1720496,1631511,NONTOR
136831,458,1799528,326207,NONTOR
39,39,3579552,3579544,NONTOR
97,805,2969494,2638604,NONTOR
723,280981,8042072,7694022,NONTOR
136729,176,7607381,7569632,NONTOR
77,76,8233220,8233220,NONTOR
269043,-1,269043,-1,NONTOR
139554,347,3650541,3650554,NONTOR
634,282456,3659949,3539445,NONTOR
27,26,1050441,1050444,NONTOR
71,287,5811977,5752871,NONTOR
345552,170,345552,170,NONTOR
-1,347687,-1,347687,NONTOR
239904,494,273407,494,NONTOR
-1,332417,-1,332417,NONTOR
51,35,4212638,4212625,NONTOR
67,3442,4345921,4210664,NONTOR
282400,283371,1501138,1371134,NONTOR
138464,424,1543678,1902905,NONTOR
4650,720,12756066,12756065,NONTOR
145,138755,8732317,9065334,NONTOR
39,42,9393289,9393278,NONTOR
138821,392,389669,353559,NONTOR
279120,278388,399475,400050,NONTOR
86,46,5339593,5203704,NONTOR
52,49,5389111,5389108,NONTOR
78,589,3282725,2942939,NONTOR
622,279549,2442743,2373786,NONTOR
135933,264,2535774,2870647,NONTOR
26,25,3571332,3571340,NONTOR
270199,-1,270199,-1,NONTOR
268411,653,306591,267777,NONTOR
41,37,4636061,4636070,NONTOR
282772,282421,7753130,7354924,NONTOR
134681,236,7216675,7216213,NONTOR
763,42,15843896,334994,NONTOR
152591,-1,152591,-1,NONTOR
777,269524,7355194,7006497,NONTOR
142257,991,5133747,4760788,NONTOR
1262,288297,5133320,4656241,NONTOR
222619,222541,1181651,1181653,NONTOR
136,133091,1360078,1227107,NONTOR
333,45,10546055,10545184,NONTOR
188,281442,6780485,6734629,NONTOR
103352,355,6859600,7212737,NONTOR
44,70,6264210,6545953,NONTOR
96,133479,4420632,4223609,NONTOR
38639,4286,2764699,3119613,NONTOR
68,70,3403702,3403708,NONTOR
26544,263731,7327456,7395144,NONTOR
131653,1769,7314222,7411263,NONTOR
71,-1,71,-1,NONTOR
44,-1,44,-1,NONTOR
129,133444,7729472,7734065,NONTOR
55,55,7729194,7729178,NONTOR
94,133150,4788492,4448525,NONTOR
55,70,4647508,4609106,NONTOR
219696,216980,220017,220606,NONTOR
90,2142,219989,219536,NONTOR
46667,47683,437748,438087,NONTOR
305944,306309,305944,306309,NONTOR
-1,-1,-1,-1,NONTOR
78,2113,210055,208203,NONTOR
234,268323,268294,309287,NONTOR
70,13636,3388991,3256554,NONTOR
32,30,3485187,3485142,NONTOR
76,5028,4001025,3979717,NONTOR
55,54,3678612,3678605,NONTOR
87,133816,5140904,5284296,NONTOR
0,0,5108117,5108125,NONTOR
81,107711,1449290,1909569,NONTOR
39,39,1411519,1411508,NONTOR
269692,206,305597,267352,NONTOR
98,1645,5558174,5423260,NONTOR
40,55,4265530,4265518,NONTOR
72,77,4123456,3780268,NONTOR
66,53,5389974,5389959,NONTOR
69,1943,2228794,1890253,NONTOR
26,25,3186941,3186951,NONTOR
266704,251,266704,251,NONTOR
21437,21451,249147,269223,NONTOR
43,35,4771190,4771231,NONTOR
83,2845,3629330,3300505,NONTOR
46,46,4560092,4560109,NONTOR
72,133390,5141556,4810830,NONTOR
787,785,5285226,5285222,NONTOR
74,3978,3548554,3491136,NONTOR
44,41,5604460,5604459,NONTOR
96,85,4246540,4246553,NONTOR
127,1956,4103655,3966191,NONTOR
41,694,251916,141602,NONTOR
276386,333087,14629508,14572301,NONTOR
279371,335763,7352554,7014907,NONTOR
56,163,4343548,4343544,NONTOR
72,2501,1911697,8488529,NONTOR
270586,-1,270586,-1,NONTOR
69,2800,4173245,3840119,NONTOR
89,67,3813326,3813850,NONTOR
0,18,3722635,3722654,NONTOR
77,84,4358472,4224393,NONTOR
43,41,3708621,3671092,NONTOR
270929,157,306974,270827,NONTOR
110,55,3491051,3358143,NONTOR
3093,225,4812617,4812614,NONTOR
202,136299,10097278,9961585,NONTOR
107,134374,2658091,2324564,NONTOR
39,307,9838776,9838774,NONTOR
270957,-1,270957,-1,NONTOR
147793,110358,6081728,6081745,NONTOR
41,209,3433537,3433529,NONTOR
110,133300,3664275,3574896,NONTOR
147110,147113,4109697,4109705,NONTOR
123,676,3579703,3565152,NONTOR
152,124,2958255,2958307,NONTOR
268728,45,308204,268707,NONTOR
108,133239,2953371,2947187,NONTOR
1332,1330,3196026,3196038,NONTOR
224,133822,2781070,2641558,NONTOR
40,235,6294784,6294785,NONTOR
105,137859,8802182,8797686,NONTOR
270490,-1,270490,-1,NONTOR
41,53,3311102,3311103,NONTOR
117,132879,5045630,4912350,NONTOR
267,269407,269388,308984,NONTOR
78,44,8139985,8139974,NONTOR
272585,37,307360,269128,NONTOR
118,75040,4826789,4972911,NONTOR
36,27,4648873,4648879,NONTOR
122520,122549,3937772,3937765,NONTOR
102,27169,2137116,2083485,NONTOR
36,74,2768619,2768611,NONTOR
1056,268769,268603,311695,NONTOR
107,132852,3255227,3057650,NONTOR
120,3101,6619968,6620038,NONTOR
-1,-1,-1,-1,NONTOR
143830,143825,1835345,1797496,NONTOR
95,141092,1765301,1431791,NONTOR
571272,567624,571272,567624,NONTOR
307774,51,307774,51,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
267665,-1,267665,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
138241,155510,206087,206035,NONTOR
286692,289145,286692,289145,NONTOR
138178,242,7982434,7982344,NONTOR
493,25,6859978,6606868,NONTOR
129,20,3996766,3910465,NONTOR
216,32,4890335,4792180,NONTOR
198589,198628,2470584,2046631,NONTOR
949,33,3082482,2964877,NONTOR
139263,641,2782651,2506890,NONTOR
166659,199879,3540619,3756247,NONTOR
153,0,2064955,1811433,NONTOR
150354,72,7590185,7478676,NONTOR
25830,25870,6128216,6548767,NONTOR
0,25,7720935,7637220,NONTOR
138901,808,7734449,7460699,NONTOR
56795,56798,4687515,5121806,NONTOR
128728,364,3434548,3116747,NONTOR
405,0,8239509,7973236,NONTOR
138472,1236,2969950,2653553,NONTOR
58,21,7707035,7662256,NONTOR
38846,31214,2757293,3181857,NONTOR
139678,190,5604780,5949763,NONTOR
805,816,5445087,5900429,NONTOR
424658,7386,5416243,5833528,NONTOR
-1,-1,-1,-1,NONTOR
340187,318,340187,318,NONTOR
193711,63978,6567346,6985947,NONTOR
37,21,4066094,3945218,NONTOR
138658,439,4209470,3929285,NONTOR
780,33,12619599,12498325,NONTOR
70278,231204,4043543,4463731,NONTOR
139000,196,9391966,9390657,NONTOR
141,22,9390461,9137512,NONTOR
18512,18541,3484378,3912556,NONTOR
137719,467,5198059,4916917,NONTOR
138958,335,3240892,2966590,NONTOR
439,26,3554561,3322897,NONTOR
201839,201854,227725,201854,NONTOR
66825,773,6449596,6310671,NONTOR
52,21,4644465,4399731,NONTOR
532,51,15700783,482579,NONTOR
73821,27,1187833,937202,NONTOR
14819496,-1,14819496,-1,NONTOR
167,24,6356976,6264543,NONTOR
138363,202,4216000,4557778,NONTOR
154143,20287,13115315,13346658,NONTOR
2084,660,2856259,2816011,NONTOR
550,25,3258146,3163758,NONTOR
19688,45658,5015161,5469163,NONTOR
144673,797,7730004,7690752,NONTOR
320,40,7579434,7485008,NONTOR
-1,-1,-1,-1,NONTOR
178273,276,4783810,4467591,NONTOR
654,27,4522429,4391163,NONTOR
31091,83798,4065091,4484984,NONTOR
138898,557,3346730,3068238,NONTOR
129,0,3340444,3235390,NONTOR
